========================================================
  ME Attack S1 — Malicious Vehicles, No RSU             
========================================================

  Simulation Parameters:
    Total vehicles        : 200
    V68  [benign — real link]
    V69  [benign — real link]
    V70  [benign — real link]
    V71  [benign — real link]
    V72  [benign — real link]
    V73  [benign — real link]
    V74  [benign — real link]
    V75  [benign — real link]
    V76  [benign — real link]
    V77  [benign — real link]
    V78  [benign — real link]
    V79  [benign — real link]
    V80  [benign — real link]
    V81  [benign — real link]
    V82  [benign — real link]
    V83  [benign — real link]
    V84  [benign — real link]
    V85  [benign — real link]
    V86  [benign — real link]
    V87  [benign — real link]
    V88  [benign — real link]
    V89  [benign — real link]
    V90  [benign — real link]
    V91  [benign — real link]
    V92  [benign — real link]
    V93  [benign — real link]
    V94  [benign — real link]
    V95  [benign — real link]
    V96  [benign — real link]
    V97  [benign — real link]
    V98  [benign — real link]
    V99  [benign — real link]
    V100  [benign — real link]
    V101  [benign — real link]
    V102  [benign — real link]
    V103  [benign — real link]
    V104  [benign — real link]
    V105  [benign — real link]
    V106  [benign — real link]
    V107  [benign — real link]
    V108  [benign — real link]
    V109  [benign — real link]
    V110  [benign — real link]
    V111  [benign — real link]
    V112  [benign — real link]
    V113  [benign — real link]
    V114  [benign — real link]
    V115  [benign — real link]
    V116  [benign — real link]
    V117  [benign — real link]
    V118  [benign — real link]
    V119  [benign — real link]
    V120  [benign — real link]
    V121  [benign — real link]
    V122  [benign — real link]
    V123  [benign — real link]
    V124  [benign — real link]
    V125  [benign — real link]
    V126  [benign — real link]
    V127  [benign — real link]
    V128  [benign — real link]
    V129  [benign — real link]
    V130  [benign — real link]
    V131  [benign — real link]
    V132  [benign — real link]
    V133  [benign — real link]
    V134  [benign — real link]
    V135  [benign — real link]
    V136  [benign — real link]
    V137  [benign — real link]
    V138  [benign — real link]
    V139  [benign — real link]
    V140  [benign — real link]
    V141  [benign — real link]
    V142  [benign — real link]
    V143  [benign — real link]
    V144  [benign — real link]
    V145  [benign — real link]
    V146  [benign — real link]
    V147  [benign — real link]
    V148  [benign — real link]
    V149  [benign — real link]
    V150  [benign — real link]
    V151  [benign — real link]
    V152  [benign — real link]
    V153  [benign — real link]
    V154  [benign — real link] <-- in active group
    V155  [benign — real link]
    V156  [benign — real link]
    V157  [benign — real link]
    V158  [benign — real link] <-- in active group
    V159  [benign — real link]
    V160  [benign — real link]
    V161  [benign — real link]
    V162  [benign — real link]
    V163  [benign — real link]
    V164  [benign — real link]
    V165  [benign — real link]
    V166  [benign — real link]
    V167  [benign — real link]
    V168  [benign — real link]
    V169  [benign — real link]
    V170  [benign — real link]
    V171  [benign — real link]
    V172  [benign — real link]
    V173  [benign — real link]
    V174  [benign — real link]
    V175  [benign — real link]
    V176  [benign — real link]
    V177  [benign — real link]
    V178  [benign — real link]
    V179  [benign — real link]
    V180  [benign — real link]
    V181  [benign — real link]
    V182  [benign — real link]
    V183  [benign — real link]
    V184  [benign — real link]
    V185  [benign — real link]
    V186  [benign — real link]
    V187  [benign — real link]
    V188  [benign — real link]
    V189  [benign — real link]
    V190  [benign — real link]
    V191  [benign — real link]
    V192  [benign — real link]
    V193  [benign — real link]
    V194  [benign — real link]
    V195  [benign — real link]
    V196  [benign — real link]
    V197  [benign — real link]
    V198  [benign — real link]
    V199  [benign — real link]
    V200  [benign — real link]
    V201  [benign — real link]
    V202  [benign — real link]
    V203  [benign — real link]
    V204  [benign — real link]

  Attack Steps (per group):
  t=10  ①  Real pair HELLO exchange (V2V link); echo pair also exchange own HELLO
  t=10  ②  All four vehicles send legitimate topology to controller
            (no cross-links between real pair and echo pair)
  t=10  ③  Echo vehicles overhear real-pair HELLO (echo preparation)
  t=10+ ④  Echo vehicles send forged echo reports to controller
  t=10+ ⑤  Controller infers phantom paths via echo vehicles
  t=10+ ⑥  Controller installs faulty routes on phantom paths

========================================================

[t=10.001]  STEP ①  NORMAL V2V TOPOLOGY DISCOVERY
  Measured distances: d(V158,V154)=46.410m  d(V24,V21)=1455.183m  (range=300.000m)
  V158 -> V154 : HELLO(Sender=V158, t=10.000808)  (real link pair)
  V154 -> V158 : HELLO(Sender=V154, t=10.000808)  (real link pair)
  V24<->V21 OUT OF RANGE — echo pair has no genuine link of its own this run
  [V24 and V21 are in overhearing range of V158↔V154 but have NO direct link to V158 or V154]

[t=10.001]  STEP ②  LEGITIMATE LINK ESTABLISHMENT
  V158 -> Controller : <V158 sees V154, t=10.000808>  (real reporter)
  V154 -> Controller : <V154 sees V158, t=10.000808>  (real reporter)
  No direct links: V158-V24, V158-V21, V154-V24, V154-V21 do NOT exist

[t=10.001]  STEP ③  HELLO MESSAGE INTERCEPTION (Echo Preparation)
  V24 overhears HELLO: <V158 sees V154, t=10.001>  [stored for echo]
  V21 overhears HELLO: <V158 sees V154, t=10.001>  [stored for echo]
  Echo vehicles will replay this observation to the controller

[t=10.075]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V29 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V10 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V29, V10
  V3↔V4 link: dist=1524.8m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V29 reports V158↔V154  [ECHO]
    (4) V10 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V29 -> V154  (PHANTOM)
    Path 3: V158 -> V10 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V29 or V10 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V33 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V30 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V33, V30
  V3↔V4 link: dist=1330.8m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V33 reports V158↔V154  [ECHO]
    (4) V30 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V33 -> V154  (PHANTOM)
    Path 3: V158 -> V30 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V33 or V30 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V44 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V5 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V44, V5
  V3↔V4 link: dist=1803.9m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V44 reports V158↔V154  [ECHO]
    (4) V5 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V44 -> V154  (PHANTOM)
    Path 3: V158 -> V5 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V44 or V5 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V36 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V9 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V36, V9
  V3↔V4 link: dist=1436.9m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V36 reports V158↔V154  [ECHO]
    (4) V9 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V36 -> V154  (PHANTOM)
    Path 3: V158 -> V9 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V36 or V9 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V23 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V42 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V23, V42
  V3↔V4 link: dist=925.6m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V23 reports V158↔V154  [ECHO]
    (4) V42 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V23 -> V154  (PHANTOM)
    Path 3: V158 -> V42 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V23 or V42 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V12 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V14 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V12, V14
  V3↔V4 link: dist=1443.2m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V12 reports V158↔V154  [ECHO]
    (4) V14 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V12 -> V154  (PHANTOM)
    Path 3: V158 -> V14 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V12 or V14 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V11 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V40 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V11, V40
  V3↔V4 link: dist=172.4m  IN RANGE — Path 4 inferred
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V11 reports V158↔V154  [ECHO]
    (4) V40 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V11 -> V154  (PHANTOM)
    Path 3: V158 -> V40 -> V154  (PHANTOM)
    Path 4: V158 -> V11 -> V40 -> V154  (PHANTOM — V3↔V4 in range)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V11 or V40 (including 3-hop V3→V4 chain) (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V32 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V41 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V32, V41
  V3↔V4 link: dist=1952.3m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V32 reports V158↔V154  [ECHO]
    (4) V41 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V32 -> V154  (PHANTOM)
    Path 3: V158 -> V41 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V32 or V41 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V13 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V43 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V13, V43
  V3↔V4 link: dist=1195.2m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V13 reports V158↔V154  [ECHO]
    (4) V43 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V13 -> V154  (PHANTOM)
    Path 3: V158 -> V43 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V13 or V43 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V31 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V28 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V31, V28
  V3↔V4 link: dist=1080.0m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V31 reports V158↔V154  [ECHO]
    (4) V28 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V31 -> V154  (PHANTOM)
    Path 3: V158 -> V28 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V31 or V28 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V8 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V17 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V8, V17
  V3↔V4 link: dist=1430.7m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V8 reports V158↔V154  [ECHO]
    (4) V17 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V8 -> V154  (PHANTOM)
    Path 3: V158 -> V17 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V8 or V17 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V7 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V16 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V7, V16
  V3↔V4 link: dist=639.1m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V7 reports V158↔V154  [ECHO]
    (4) V16 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V7 -> V154  (PHANTOM)
    Path 3: V158 -> V16 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V7 or V16 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V15 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V25 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V15, V25
  V3↔V4 link: dist=108.7m  IN RANGE — Path 4 inferred
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V15 reports V158↔V154  [ECHO]
    (4) V25 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V15 -> V154  (PHANTOM)
    Path 3: V158 -> V25 -> V154  (PHANTOM)
    Path 4: V158 -> V15 -> V25 -> V154  (PHANTOM — V3↔V4 in range)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V15 or V25 (including 3-hop V3→V4 chain) (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V20 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V38 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V20, V38
  V3↔V4 link: dist=1224.7m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V20 reports V158↔V154  [ECHO]
    (4) V38 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V20 -> V154  (PHANTOM)
    Path 3: V158 -> V38 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V20 or V38 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V19 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V22 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V19, V22
  V3↔V4 link: dist=381.9m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V19 reports V158↔V154  [ECHO]
    (4) V22 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V19 -> V154  (PHANTOM)
    Path 3: V158 -> V22 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V19 or V22 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V24 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V21 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V24, V21
  V3↔V4 link: dist=1455.2m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V24 reports V158↔V154  [ECHO]
    (4) V21 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V24 -> V154  (PHANTOM)
    Path 3: V158 -> V21 -> V154  (PHANTOM)

[t=10.1]  STEP ⑥  FAULTY ROUTING DECISIONS
  Controller installs routing rules relying on phantom paths
  Packets to V154 may be forwarded via V24 or V21 (non-existent paths)
  Expected impact: packet loss, increased delay, routing instability
  <- ATTACK SUCCESS

[t=10.1]  STEP ④  ECHOED TOPOLOGY OBSERVATION REPORTS
  V26 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  V37 -> Controller : <V158 sees V154, t=10.000808>  (ECHO -- false reporter)
  Active false reporters: V26, V37
  V3↔V4 link: dist=1599.6m  OUT OF RANGE — no Path 4
  V158↔V154 echoed link: dist=46.4m  IN RANGE — genuinely real
  Note: echo vehicles duplicate an existing link — they do NOT fabricate new physical links

[t=10.1]  STEP ⑤  MULTIPATH INFERENCE AT CONTROLLER (Attack Effect)
  Controller aggregates observations for link V158↔V154:
    (1) V158 reports V158↔V154  [real]
    (2) V154 reports V154↔V158  [real]
    (3) V26 reports V158↔V154  [ECHO]
    (4) V37 reports V158↔V154  [ECHO]
  Controller incorrectly infers:
    Path 1: V158 -> V154  (REAL)
    Path 2: V158 -> V26 -> V154  (PHANTOM)
    Path 3: V158 -> V37 -> V154  (PHANTOM)

